dataset,statistic,curve_or_frozen,target_s,threshold,selection_probability,actual_selection_cost_bits,baseline_failure_probability,conditional_failure_probability,amplification,gain_bits,gain_ci_low,gain_ci_high,bootstrap_valid_replicates,bootstrap_zero_support_replicates,bootstrap_zero_support_fraction,support_status
e0,T_marg,curve,NA,-0.56595966095046357,0.92533910810741171,0.11194592933387787,0.081375808451827417,0.087454512060984604,1.0746991486143653,0.1039328481416341,NA,NA,NA,NA,NA,exact-curve
e0,T_marg,curve,NA,-0.64856934597788563,1,-0,0.081375808451827417,0.081375808451827417,1,0,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.22145328719723184,0.010380622837370242,6.589963181779523,0.081375808451827417,0.12593841552734375,1.5476149229521494,0.63004654521792214,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.17301038062283736,0.051903114186851208,4.2680350868921604,0.081375808451827417,0.06837514241536459,0.84023917815625859,-0.25112803839644143,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.13840830449826991,0.093425605536332182,3.4200381803372104,0.081375808451827417,0.11151207817925347,1.3703345048211228,0.45452810452944292,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.1245674740484429,0.13494809688581316,2.8895234636384304,0.081375808451827417,0.10330024132361779,1.2694219976292969,0.34417174820262542,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.11764705882352941,0.17647058823529413,2.502500340529183,0.081375808451827417,0.092289494533164831,1.1341146255744796,0.18156646161221815,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.11072664359861592,0.20761245674740483,2.2680350868921604,0.081375808451827417,0.10105133056640625,1.2417858880778589,0.31241644180537498,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.089965397923875437,0.29065743944636679,1.7826082597219184,0.081375808451827417,0.095778692336309521,1.1769922063878269,0.23510476740876252,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.069204152249134954,0.37370242214532873,1.4200381803372102,0.081375808451827417,0.093633581090856483,1.1506316542008352,0.202426064827577,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.06228373702422145,0.43598615916955019,1.1976457590007623,0.081375808451827417,0.091864449637276788,1.1288913914957712,0.17490669382784807,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.05536332179930796,0.47750865051903113,1.0664012257225097,0.081375808451827417,0.10042361936707428,1.2340721558117942,0.30342675087993576,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.034602076124567477,0.56055363321799312,0.835075679616054,0.081375808451827417,0.097955585997781633,1.2037433220189642,0.26752779448256847,NA,NA,NA,NA,NA,exact-curve
e0,S_u2,curve,NA,0.02768166089965398,0.62283737024221453,0.68307258617100408,0.081375808451827417,0.10834049648708767,1.3313600018022889,0.41290073097101981,NA,NA,NA,NA,NA,exact-curve
